id,title,rating,date,body,sentiment,category,satisfied,text
354,"Pour l'instant rien à dire ,tout se…",4,2019-07-03 13:16:46+00:00,"Pour l'instant rien à dire ,tout se passe très bien",Negative,Uncategorized,1,"Pour l'instant rien à dire ,tout se… Pour l'instant rien à dire ,tout se passe très bien"
355,Très sérieux.,5,,Très sérieux.,Neutral,Uncategorized,1,Très sérieux. Très sérieux.
356,Quick & perfect,5,2019-06-18 09:04:52+00:00,Quick & perfect,Neutral,Uncategorized,1,Quick & perfect Quick & perfect
357,very good quality,5,2019-06-10 08:58:15+00:00,very good quality,Neutral,Uncategorized,1,very good quality very good quality
358,J'ai acheté un casque mp3 qui est tombé…,1,2019-05-19 13:21:05+00:00,J'ai acheté un casque mp3 qui est tombé en panne 15 Jours après réception et seulement trois utilisations . Le vendeur refuse de me rembourser et Alibaba prend son parti en disant que le délai de garantie est dépassé ! lol ! autant dire qu'il n'y a pas de garantie du tout !!,Negative,Shipping,0,J'ai acheté un casque mp3 qui est tombé… J'ai acheté un casque mp3 qui est tombé en panne 15 Jours après réception et seulement trois utilisations . Le vendeur refuse de me rembourser et Alibaba prend son parti en disant que le délai de garantie est dépassé ! lol ! autant dire qu'il n'y a pas de garantie du tout !!
359,frais alibaba / douane / remboursement,1,2019-05-15 00:00:00+00:00,"Bonjour à tous,

Vous constaterez que tous ceux qui ont donné un avis negatif ont été contacté par alibaba n'ont jamais donné de réponse.. jai la preuve que ça a été fait de mon côté, pour ceux que cela intéresse.  Bref à la base mon message en le suivant...

Prendre une assurance ou ""trade assurance"" ne sert pas à grand chose. Une fois le colis livré cette assurance ne donne pas droit à un remboursement en cas de litige.
J'ai acheté un produit (Scooter electrique) qui est bloqué à la douane car le produit et en l'occurence le vendeur ne me fourni pas les documents originaux à savoir le rapport de test , la puissance du moteur electrique et son test mais aussi le certificat de conformité. 
De ce fait la douane à bloqué le produit n'ayant pas la documentation nécessaire pour l'homologation routière.
La ""dispute"" comme Alibaba appelle cela n'a rien donné puisque le médiateur à précisé que les frais de douane sont à ma charge(ce qui est normal lors d'importation) mais là n'est pas le débat. Je veux les documents pour la douane et à  dire vrai le dernier échange avec le vendeur à été ""je ne peux vous fournir ces documents"" ce qui à mon sens reflète ma bonne fois vis à vis de ma demande de remboursment.
A l'heure actuelle je me suis fait roulé de 1800 €

Reflechissez avant de commander.",Negative,Customer Service,0,"frais alibaba / douane / remboursement Bonjour à tous,

Vous constaterez que tous ceux qui ont donné un avis negatif ont été contacté par alibaba n'ont jamais donné de réponse.. jai la preuve que ça a été fait de mon côté, pour ceux que cela intéresse.  Bref à la base mon message en le suivant...

Prendre une assurance ou ""trade assurance"" ne sert pas à grand chose. Une fois le colis livré cette assurance ne donne pas droit à un remboursement en cas de litige.
J'ai acheté un produit (Scooter electrique) qui est bloqué à la douane car le produit et en l'occurence le vendeur ne me fourni pas les documents originaux à savoir le rapport de test , la puissance du moteur electrique et son test mais aussi le certificat de conformité. 
De ce fait la douane à bloqué le produit n'ayant pas la documentation nécessaire pour l'homologation routière.
La ""dispute"" comme Alibaba appelle cela n'a rien donné puisque le médiateur à précisé que les frais de douane sont à ma charge(ce qui est normal lors d'importation) mais là n'est pas le débat. Je veux les documents pour la douane et à  dire vrai le dernier échange avec le vendeur à été ""je ne peux vous fournir ces documents"" ce qui à mon sens reflète ma bonne fois vis à vis de ma demande de remboursment.
A l'heure actuelle je me suis fait roulé de 1800 €

Reflechissez avant de commander."
360,bonjour,1,2019-05-13 12:18:51+00:00,"bonjour
ai reçu appareil ne fonctionnant pas, sur un site européen ou américain aucun problème, sur Alibaba après 2 mois de réclamations d'envois de photos maintenant ils réclament une vidéo de leur thermomètre à coté d'un thermomètre qui fonctionne, je les ai envoyé une photo ils veulent une vidéo juste pour ne pas rembourser car franchement une vidéo de thermomètre est d'un ridicule. demande faite un vendredi soir avec 48 heures pour la réponse , retour de We lundi matin faute de réponse ils ont clos le dossier, de vrais voleurs, 120 euros de perdu",Negative,Customer Service,0,"bonjour bonjour
ai reçu appareil ne fonctionnant pas, sur un site européen ou américain aucun problème, sur Alibaba après 2 mois de réclamations d'envois de photos maintenant ils réclament une vidéo de leur thermomètre à coté d'un thermomètre qui fonctionne, je les ai envoyé une photo ils veulent une vidéo juste pour ne pas rembourser car franchement une vidéo de thermomètre est d'un ridicule. demande faite un vendredi soir avec 48 heures pour la réponse , retour de We lundi matin faute de réponse ils ont clos le dossier, de vrais voleurs, 120 euros de perdu"
361,Bonjour,1,2019-04-27 09:53:05+00:00,"Bonjour

j'ai reçu la batterie, mais je suis trés décu, parceque les crochets sont mal equilibré, trop petit ne rentrent pas dans la trottinette, j'ai dû limer pour que ça rentre de force, mais ça ne tient pas,

Si vous pouvez m'envoyer le couvercle avec des crochet avec la bonne dimension, je  serais reconnaissant pour me dédommager

Ci-joint les photos",Negative,Uncategorized,0,"Bonjour Bonjour

j'ai reçu la batterie, mais je suis trés décu, parceque les crochets sont mal equilibré, trop petit ne rentrent pas dans la trottinette, j'ai dû limer pour que ça rentre de force, mais ça ne tient pas,

Si vous pouvez m'envoyer le couvercle avec des crochet avec la bonne dimension, je  serais reconnaissant pour me dédommager

Ci-joint les photos"
362,"Matériel d'Archery Tag, Merci Rudy.",5,2019-04-12 08:36:12+00:00,"Rapide, efficace, personnalisé, de bonne qualité et pour un bon prix !",Positive,Uncategorized,1,"Matériel d'Archery Tag, Merci Rudy. Rapide, efficace, personnalisé, de bonne qualité et pour un bon prix !"
363,Bonjour,2,2019-03-21 15:27:37+00:00,"Bonjour
J'ai contacter un fournisseur USA pour des pièces vélos. J'ai fais la transaction pour 1 exemplaire, valeur 400€. J'ai payer et depuis je suis en conflit avec le fournisseur. Celui ci m'a indiquer comme il est grossiste, la douane lui impose d'envoyer 15 exemplaires. Et sans me prévenir prépare le colis avec 20 exemplaires, et me demande de régler la somme de 6000€, si je veux recevoir ma commande.
J'appelle cela de la vente forcée, et c'est illégal. J'ai demander un remboursement  pour mon 1 exemplaire mais il ne veux rien savoir.
Si je ne paye pas 6000€ le colis par pas des USA, en bref je me suis fais avoir de 400€
Avez vous une adresse email de alibaba afin que je remonte cette fraude
Merci",Negative,Customer Service,0,"Bonjour Bonjour
J'ai contacter un fournisseur USA pour des pièces vélos. J'ai fais la transaction pour 1 exemplaire, valeur 400€. J'ai payer et depuis je suis en conflit avec le fournisseur. Celui ci m'a indiquer comme il est grossiste, la douane lui impose d'envoyer 15 exemplaires. Et sans me prévenir prépare le colis avec 20 exemplaires, et me demande de régler la somme de 6000€, si je veux recevoir ma commande.
J'appelle cela de la vente forcée, et c'est illégal. J'ai demander un remboursement  pour mon 1 exemplaire mais il ne veux rien savoir.
Si je ne paye pas 6000€ le colis par pas des USA, en bref je me suis fais avoir de 400€
Avez vous une adresse email de alibaba afin que je remonte cette fraude
Merci"
364,good,5,2019-03-17 02:49:38+00:00,good and quick,Negative,Uncategorized,1,good good and quick
365,certe il ya des chose a regler un peu…,3,,"certe il ya des choses a regler un peu de retard pour resoudre les litiges
quelques marchands et vendeurs pas trop correct et je dirais même malhonnêtes",Negative,Uncategorized,0,"certe il ya des chose a regler un peu… certe il ya des choses a regler un peu de retard pour resoudre les litiges
quelques marchands et vendeurs pas trop correct et je dirais même malhonnêtes"
366,bien mais beaucoup de faux produit .,3,2019-03-13 22:10:09+00:00,bien mais beaucoup de faux produit .,Neutral,Marketplace,0,bien mais beaucoup de faux produit . bien mais beaucoup de faux produit .
367,le payement avec assurance est propre,5,,le payement avec assurance est propre,Negative,Uncategorized,1,le payement avec assurance est propre le payement avec assurance est propre
368,excellent,5,2019-03-03 02:53:19+00:00,"excellent , très satisfait de la communication avec le (les ) vendeurs , problèmes réglés parfaitement",Positive,Customer Service,1,"excellent excellent , très satisfait de la communication avec le (les ) vendeurs , problèmes réglés parfaitement"
369,Une commande jamais livrée,1,2019-03-01 15:14:28+00:00,"Une commande jamais livrée, jamais remboursée,vendeur privé sur le site
c'est permis de me harceler pour que je reprenne la commande qu'il était incapable de livrer.
J'ai écris en Chine retour un mail en chinois et toujours aucun remboursement
je ne retournerai plus jamais sur ce site et je ne le recommande à personne",Negative,Customer Service,0,"Une commande jamais livrée Une commande jamais livrée, jamais remboursée,vendeur privé sur le site
c'est permis de me harceler pour que je reprenne la commande qu'il était incapable de livrer.
J'ai écris en Chine retour un mail en chinois et toujours aucun remboursement
je ne retournerai plus jamais sur ce site et je ne le recommande à personne"
370,bonne  entreprise,5,2019-02-28 16:16:20+00:00,bonne  entreprise,Neutral,Uncategorized,1,bonne  entreprise bonne  entreprise
371,Les fournisseurs que je contacte sont…,5,2019-02-13 22:48:01+00:00,Les fournisseurs que je contacte sont très réactif !,Negative,Customer Service,1,Les fournisseurs que je contacte sont… Les fournisseurs que je contacte sont très réactif !
372,Aucun souci,5,2019-02-10 17:50:02+00:00,"Aucun souci, et très bon accompagnement.",Negative,Uncategorized,1,"Aucun souci Aucun souci, et très bon accompagnement."
373,EXCELLENT FOURNISSEUR,5,2019-02-10 14:29:39+00:00,EXCELLENT FOURNISSEUR,Neutral,Uncategorized,1,EXCELLENT FOURNISSEUR EXCELLENT FOURNISSEUR
374,J'ai commander une tente que je n'ai jamais reçu,1,2019-02-07 16:25:45+00:00,"J'ai commander une tente, non seulement elle n'ai jamais arrivé mais en plus il refuse de rembourser, pour moi c'est un site de voleur er d'escroc, et bien sur impossible a joindre.
Plus jamais de commande chez eux",Negative,Customer Service,0,"J'ai commander une tente que je n'ai jamais reçu J'ai commander une tente, non seulement elle n'ai jamais arrivé mais en plus il refuse de rembourser, pour moi c'est un site de voleur er d'escroc, et bien sur impossible a joindre.
Plus jamais de commande chez eux"
375,Rien à signaler,4,2019-02-06 02:21:09+00:00,Rien à signaler,Negative,Uncategorized,1,Rien à signaler Rien à signaler
376,bon produit pour mon auto et bonne …,5,2019-02-04 14:42:14+00:00,bon produit pour mon auto et bonne  fêtes pour le nouvel an chinois jacques,Neutral,Marketplace,1,bon produit pour mon auto et bonne … bon produit pour mon auto et bonne  fêtes pour le nouvel an chinois jacques
377,Satisfait pour ma première commande sur Alibaba,5,,"C'est la première fois que je commande sur Alibaba et je suis très satisfait. Grâce au système Trade Assurance j'ai pu acheter facilement. C'est vraiment rassurant lorsque on dépose des sommes énormes. 
Très pratique la messagerie interne pour communiquer avec le vendeur avant l'achat.",Neutral,Customer Service,1,"Satisfait pour ma première commande sur Alibaba C'est la première fois que je commande sur Alibaba et je suis très satisfait. Grâce au système Trade Assurance j'ai pu acheter facilement. C'est vraiment rassurant lorsque on dépose des sommes énormes. 
Très pratique la messagerie interne pour communiquer avec le vendeur avant l'achat."
378,Alibyebuy! UPDATE ! (conflit résolu avec succès),4,,"J'ai recommuniqué avec AliExpress et après avoir chercher à noter défavorablement le vendeur, je me suis retrouvé à tchatter avec le service à la clientèle.  J'ai réexpliquer mon cas et ils ont ouvert un appel...après 2 semaines j'ai recommuniqué (C,était le nouvel an chinois)  et 2 jours plus tard j'ai reçu un crédit pour la totalité de mon achat.  Je ne peux donc plus dire jamais Aliexpress.  Ils suivent les transactions et sont honnêtes malgré la distance qui nous séparent.  


J'aurais fait une dizaine de transactions avec eux, mais suite au dernier incident, plus du tout.  Mon premier achat fut un lot de spot LED de 20w.  Et le dernier achat spot LED 10 et 100 Watts.  5 des 10 watts n'étaient pas conforme (étiquettes homologations) et j'ai reçu $21 en guise de compensation, cependant je n'ai reçu qu'un seul 100w, donc - 54.45$.  En créant un litige pour les 10 watts et en acceptants le 21$  , j'ai perdu le droit de me plaindre pour la non réception, et dans le temps et dans le réel, d'un des spots led.  D'ailleurs, vous n'aurez jamais de documents de cette compagnie, vous recevrez un courriel vous invitant à vous brancher sur leur portail, ou vous irez lire la correspondance (faites vous toujours une capture d'écran si vous allez de l'avant avec eux.)  Impossible pour moi non plus de signaler sur le site même, et de noter le vendeur !!!!  DHL me demande 15$ pour faire les démarches de douanes, pour le reste, les taxes, soient elles me sont remboursés si c'est pour affaire sinon je les paient en bon citoyen !  Faut bien payer pour réparer les nids de poules.",Negative,Customer Service,1,"Alibyebuy! UPDATE ! (conflit résolu avec succès) J'ai recommuniqué avec AliExpress et après avoir chercher à noter défavorablement le vendeur, je me suis retrouvé à tchatter avec le service à la clientèle.  J'ai réexpliquer mon cas et ils ont ouvert un appel...après 2 semaines j'ai recommuniqué (C,était le nouvel an chinois)  et 2 jours plus tard j'ai reçu un crédit pour la totalité de mon achat.  Je ne peux donc plus dire jamais Aliexpress.  Ils suivent les transactions et sont honnêtes malgré la distance qui nous séparent.  


J'aurais fait une dizaine de transactions avec eux, mais suite au dernier incident, plus du tout.  Mon premier achat fut un lot de spot LED de 20w.  Et le dernier achat spot LED 10 et 100 Watts.  5 des 10 watts n'étaient pas conforme (étiquettes homologations) et j'ai reçu $21 en guise de compensation, cependant je n'ai reçu qu'un seul 100w, donc - 54.45$.  En créant un litige pour les 10 watts et en acceptants le 21$  , j'ai perdu le droit de me plaindre pour la non réception, et dans le temps et dans le réel, d'un des spots led.  D'ailleurs, vous n'aurez jamais de documents de cette compagnie, vous recevrez un courriel vous invitant à vous brancher sur leur portail, ou vous irez lire la correspondance (faites vous toujours une capture d'écran si vous allez de l'avant avec eux.)  Impossible pour moi non plus de signaler sur le site même, et de noter le vendeur !!!!  DHL me demande 15$ pour faire les démarches de douanes, pour le reste, les taxes, soient elles me sont remboursés si c'est pour affaire sinon je les paient en bon citoyen !  Faut bien payer pour réparer les nids de poules."
