title,rating,date,body,sentiment,category,month_year,satisfied
Aucun problème jusqu'à maintenant,5,2024-05-20,Aucun problème jusqu'à maintenant ,Positive,Customer Service,2024-05,1
respect de l'annonce et rapidité de…,5,2024-05-20,"respect de l'annonce et rapidité de l'envoi
merci à vous",Positive,Shipping,2024-05,1
Livraison conforme et rapide,5,2024-05-27,Livraison conforme et rapide,Positive,Shipping,2024-05,1
Achat d'un téléphone Huawei P30 Pro en…,5,2024-05-20,Achat d'un téléphone Huawei P30 Pro en parfait état à prix intéressant ! Je recommande Rakuten,Positive,Electronics,2024-05,1
Bon rapport qualité/prix,4,2024-05-20,"Bon rapport qualité/prix, très grand choix de produits en vente, arbitrages le plus souvent justes et rapides. Le seul point négatif et la difficulté à joindre une ligne de téléphone verte pour avoir un interlocuteur HUMAIN si les FAQ sont inadaptées (ce qui est très fréquent).",Positive,Electronics,2024-05,1
Très satisfaite ,5,2024-05-20,"Livraison rapide, les objets que j'ai achetés sont parfaits .",Positive,Shipping,2024-05,1
Rien à dire.,4,2024-05-20,Rien à dire.,Positive,Uncategorized,2024-05,1
option client satisfait inutile,3,2024-05-20,"la taxe « client satisfait » qu’il est impossible d’éviter, ne sert absolument à rien lorsqu’il s’agit par exemple de livres d’occasion… ",Negative,Uncategorized,2024-05,0
Aucune réponse pour mon remboursement ,3,2024-05-22,J’ai effectué un retour d’une commande dans les temps mais je n’ai aucune notification de prise en charge ou de nouvelle depuis. Il semble que je ne pourrai pas avoir de remboursement alors que tout à été fait.,Neutral,Customer Service,2024-05,0
"Commande rapide,livraison un peu longue",4,2024-05-27,"Commande rapide mais livraison un peu longue. 2 semaines avant de recevoir ma commande alors que le site annonce 72 heures. De plus, je ne trouve pas ma facture sur mon compte ?. merci",Positive,Customer Service,2024-05,1
Achat d'une clé licence Windows,5,2024-05-20,Achat d'une clé licence Windows. Je ne peux pas m'étendre plus sur le sujet. ça a fonctionné ,Positive,Uncategorized,2024-05,1
Qualité et délai ,4,2024-05-27,"Merci Rakuten pour la prise en charge de mes 2 commandes de livres, la synchronisation avec les vendeurs pour la,qualité des ouvrages,et le respect des délais.
Je reviendrai vers vous à l'occasion.",Positive,Customer Service,2024-05,1
Achat et livraison rapide et efficace !,5,2024-05-27,Achat et livraison rapide et efficace !,Positive,Shipping,2024-05,1
Parfait ,5,2024-05-27,"Livraison conforme à la commande et très rapide
Emballage+++
Je recommande ce site ",Positive,Customer Service,2024-05,1
Excellent achat sur Rakunet,5,2024-05-27,La commande sur Rakuten a été extrêmement simple et rapide. Le paiement sécurisé. Et un très bon suivi. Que demander de plus ? :),Positive,Customer Service,2024-05,1
Pleinement satisfait.,5,2023-10-17,Très satisfait.,Positive,Uncategorized,2023-10,1
Je suis déçue de Rakuten,1,2024-05-17,"Je suis déçue de Rakuten. Ils paient automatiquement les vendeurs au bout d'un certain temps sans vérifier l'état de la commande. J'ai commandé un article chez un vendeur ""pro"", la commande qui a été confirmée par le vendeur n'a jamais été expédiée. Quand j'ai voulu faire une réclamation, rakuten me dit d'attendre parce que trop tôt. Quand j'y reviens c'est trop tard. L'article a été payé au vendeur. 
La livraison ayant un suivi, j'aurais aimé que le paiement soit bloqué parce qu'il était facile de voir qu'il n'y avait pas d'expédition ! 
De plus quand je contacte le service client, ils s'en lavent les mains, refusent de contacter le vendeur malgré son absence de réponse aux messages de ma part.
C'est pas pro, ni de leur part ni d'un vendeur soi-disant ""pro"" qui pourtant, j'avais vérifié, avait des avis positifs.
Déçue et puisque c'est la deuxième fois. On ne m'y prendra plus. Tant pis.",Positive,Customer Service,2024-05,0
Coffret Mauboussin ,5,2024-05-27,"Prix intéressant, rapidité de réception et très contente de ma commande ",Positive,Customer Service,2024-05,1
Matériel commandé en parfait état…,5,2024-05-27,Matériel commandé en parfait état (neuf) bien emballé. Le seul bémol est la livraison qui est parti du centre nord au sud sans raison pour revenir enfin au centre nord. Mais je reste très satisfaite dans l'ensemble et recommande ce site sans problème,Positive,Customer Service,2024-05,1
SITE,5,2024-05-27,"Site bien présenté, professionnel et très efficace.",Positive,Marketplace,2024-05,1
J'acète régulièrement sur RKUTEN…,5,2024-05-27,"J'acète régulièrement sur RKUTEN France, la sécurité, la qualité et le suivi sont appréciables",Positive,Uncategorized,2024-05,1
Bon déroulement commande/livraison ,5,2024-05-27,"Très bien, pas ma première commande chez Rakuten, chaque fois bien passé. L’argent est rapidement débité ce qui peut gener certain, mais bloqué avant de payer le vendeur en cas de litige. ",Positive,Customer Service,2024-05,1
Bonjour.,1,2024-05-25,"Bonjour.
Le colis n'est toujours pas expédié.
Je vous remercie de bien vouloir me confirmer la bonne exécution.
Cordialement 
Didier Huque ",Neutral,Shipping,2024-05,0
Produit et prix attractifs,5,2024-05-27,Produit et prix attractifs. Livraison rapide...,Positive,Shipping,2024-05,1
Transaction rapide et efficace je…,5,2024-05-27,Transaction rapide et efficace je recommande,Positive,Customer Service,2024-05,1
Super expérience,5,2024-05-27,"Super expérience.  Un peu sceptique au départ d'acheter un article reconditionné mais après essai, c'est parfait. ",Positive,Marketplace,2024-05,1
Conforme au produit commandé ,4,2024-05-27,Problème de livraison du à la poste colis en retard de 3 jours,Positive,Customer Service,2024-05,1
Très bonne transaction,5,2024-05-27,Très bonne transaction,Positive,Uncategorized,2024-05,1
Très satisfait de ma première commande ,5,2024-05-27,"Facilité de commande sur le site.
Bon suivi 
Livreurs parfaits",Positive,Customer Service,2024-05,1
Rakuten et les vendeurs respectent…,5,2024-05-27,"Rakuten et les vendeurs respectent leurs annonces, dans les délais, et dans de bonnes conditions. Merci.",Positive,Shipping,2024-05,1
J'ai toujours été satisfaite des achats…,5,2024-05-27,"J'ai toujours été satisfaite des achats via Rakuten.
De plus, j'ai bénéficié du réglement rapide, courtois et efficace d'une erreur d'envoi lors d'une commande récente auprès d'un libraire travaillant avecc Rakuten.
Donc, je recommande !",Positive,Customer Service,2024-05,1
Efficace,5,2024-05-27,"Efficace, fiable et dans les temps. ",Positive,Uncategorized,2024-05,1
Conforme et rapide.,5,2024-05-27,Conforme et rapide.,Positive,Uncategorized,2024-05,1
Fiabilité et confiance ,5,2024-05-27,Rakuten est un site de confiance !!,Positive,Marketplace,2024-05,1
Super livre en très bonne état,5,2024-05-27,Super livre en très bonne état. Et reçue rapidement. Merci beaucoup ,Positive,Uncategorized,2024-05,1
Très bonne expérience,5,2024-05-27,"Très bon achat 
",Positive,Uncategorized,2024-05,1
Envoi rapide et de qualite,5,2024-05-27,"Envoi rapide et de qualite
Échange avec le vendeur au top",Positive,Shipping,2024-05,1
Super emballage et petit cadeau en…,5,2024-05-27,Super emballage et petit cadeau en plus. Merci,Positive,Uncategorized,2024-05,1
Commande rapide,5,2024-05-18,"Commande bien emballée, rapidement livrée",Positive,Customer Service,2024-05,1
Délais de livraison,3,2024-05-17,"Je ne sais pas ce qui se passe en ce moment, mais les délais de livraison des commandes es très long, trop long !",Negative,Customer Service,2024-05,0
Livraison rapide et produit conforme à…,5,2024-05-19,Livraison rapide et produit conforme à la description ,Positive,Shipping,2024-05,1
Toujours satisfaite et jamais déçue  !,5,2024-05-19,Toujours satisfaite et jamais déçue  ! ,Positive,Uncategorized,2024-05,1
"simplicité ,efficacité ",5,2024-05-19,"simplicité ,efficacité , rapidité et bon rapport qualité prix ",Positive,Uncategorized,2024-05,1
Tant que tout se passe bien ça va ,1,2024-05-28,"Tant que tout se passe bien ça va , mais des qu'il y a un problème il n'y a personne derrière et vous n'avez affaire  qu'à des robots qui ne comprennent rien . 

Même leurs réponses sont robotisées comme on peut le voir ci-dessous ",Neutral,Customer Service,2024-05,0
Très satisfaite,5,2024-05-17,Très satisfaite. Je recommande ,Positive,Customer Service,2024-05,1
Jusqu'ici pas de déception,5,2024-05-25,Jusqu'ici pas de déception. Commande arrivée en temps et en heure.,Positive,Customer Service,2024-05,1
Super service,5,2024-05-19,"Commande reçue en parfaite état, livraison rapide",Positive,Customer Service,2024-05,1
Manque d'assistance ,1,2024-05-25,"Bonsoir 
La montre ne fonctionne pas avec la carte SIM.
Manque d'assistance. On ne sais pas à qui il faut s'adresser quand on a un problème.",Positive,Customer Service,2024-05,0
Bien sauf l'emballage,4,2024-05-19,"Bonne expérience à l'exception de l'emballage, trop fragile ; il était déchiré et laissait apparaître un livre quand je l'ai récupéré à la Poste. Par chance, pas de dommages sur les 3 articles commandés.",Positive,Shipping,2024-05,1
Très bon service,5,2024-05-25,"Très bon service,  article reçu rapidement, et en très bonne état. ",Positive,Customer Service,2024-05,1
J’ai commandé une débroussailleuse avec…,1,2024-05-19,J’ai commandé une débroussailleuse avec un commentaire expliquant être trompé par rapport au descriptif en ayant un chargeur traditionnel au lieu d’un chargeur rapide( charge de la batterie en 2h à la place d’une charge de 1h avec chargeur rapide si on suit le descriptif) . Ni Rakuten ni la société vendant cet appareil ne m’a recontacté. Même en laissant un avis. Je déconseille ce site ,Neutral,Customer Service,2024-05,0
Perfecto,5,2024-05-19,Rapidité d'envoi prix qualité du produit merci Rakuten,Positive,Shipping,2024-05,1
Le produit commandé et correspondait à…,5,2024-05-19,"Le produit commandé et correspondait à mes attentes.
La livraison a été rapide
Merci Rakuten France",Positive,Shipping,2024-05,1
service rapide et efficace,5,2024-05-17,"service rapide et efficace
",Positive,Customer Service,2024-05,1
belle transaction rapide et qui…,5,2024-05-25, belle transaction rapide et qui correspond au produit choisi et en bon état,Positive,Marketplace,2024-05,1
Livraison rapide,5,2024-04-25,"Livraison rapide, et bien soigné ! ",Positive,Shipping,2024-04,1
Tout fonctionne bien.,5,2024-05-17,Tout fonctionne bien. ,Positive,Uncategorized,2024-05,1
Prudence avant de commander,4,2024-05-27,"Si je recommande ce site pour ses prix et son sérieux, je met en garde les acheteurs. Veillez à ne pas vous retrouver abonné à Réduc.com. Ce site vous prélève 19,90 € par mois sans que vous en aillez l'utilité. J'ai payé un an avant de m'enrendre compte",Positive,Customer Service,2024-05,1
Très bon site .,5,2024-05-19,"Très bon site .
Réactif quand vous rencontrer un problème. 
Je recommande ",Positive,Customer Service,2024-05,1
Après plusieurs achats ,5,2024-05-25,"Après plusieurs achats de livres chez différents vendeurs, tout c'est toujours bien passé, tant au niveau communication avec les vendeurs, qu'informations de l'état du produit ou qu'emballages et acheminements toujours rapides. C'est un plaisir d'acheter ici, d'autant que les frais d'envois sont indiqués, donc pas de mauvaises surprises. ",Positive,Shipping,2024-05,1
"Reçu ma commande comme convenu,",4,2024-05-19,"Reçu ma commande comme convenu,. Juste que le site de livraison n'a pas été au top. J'avais changé le lieu de dépôt du colis en point relais, cela a été validé mais j'ai dû reiterer ma demande malgré la prise en compte la première fois. Dû coup retard d'un jour pour recevoir mon portable lequel j'avais besoin impérativement. ",Positive,Customer Service,2024-05,1
rien a redire une bonne expérience ,4,2024-05-25,rien a redire une bonne expérience la commande arrivée a temps et très bien emballer,Positive,Customer Service,2024-05,1
Envoi très rapide …,5,2024-04-24,J’ai été agréablement surprise par l’envoi très rapide (48 heures) de mon téléphone commandé chez Pommegear via Rajuten. Je recommande vivement. ,Positive,Electronics,2024-04,1
RAS toujours,5,2024-05-25,Colis livrés assez rapidement et conformes aux annonces.,Positive,Shipping,2024-05,1
Le produit était dans l'état précisé…,5,2024-05-19,"Le produit était dans l'état précisé par le vendeur. ,Je n'ai pas attendu plus que nécessaire la livraison.",Positive,Shipping,2024-05,1
Parfait,5,2024-05-25,"Commande rapide , bien suivie , parfait état . Rien à redire je recommande a 100%",Positive,Customer Service,2024-05,1
1ère expérience,5,2024-05-25,"Entre rapidité, simplicité et efficacité, cette 1ère expérience avec ce site sera sans doute la première d'une longue série !",Positive,Marketplace,2024-05,1
Clareté et rapidité du site,5,2024-05-15,Clareté et rapidité du site,Positive,Marketplace,2024-05,1
Transaction parfaite,5,2024-05-19,"Transaction parfaite, le magazine était soigneusement protégé, merci encore !",Positive,Uncategorized,2024-05,1
Commande livrée rapidement,5,2024-05-19,Commande livrée rapidement. Tarif compétitif.,Positive,Customer Service,2024-05,1
Premier contact pour l'achat d'un livre…,4,2024-05-25,"Premier contact pour l'achat d'un livre difficile à trouver, bonne description du produit, prix compétitif, modalités de récupération aléatoires suivant la disponibilité du revendeur et de moi même, à la fin la transaction s'est très bien déroulée.",Positive,Customer Service,2024-05,1
nous sommes vendeur professionnel,1,2024-05-24,"nous sommes vendeur professionnel, rakuten protège un maximum les acheteurs et certains professionnels comme nous ne sont pas écoutés par cette plateforme.
Par contre lorsque vous leurs expliquez le problème, le conseiller rakuten vous explique qu'ils sont vraiment désolé, mais en attendant ils solutionnent pas le problème. Pas très sérieux !",Positive,Customer Service,2024-05,0
